"Position","Name","Appearance","MinutesPlayed","Height","Weight","Rating","TotalShots","OutsideBoxShot","SixYardShot","PenaltyYardShot","TotalGoal","OutsideBoxGoal","SixYardGoal","PenaltyYardGoal","TotalDribble","DribbleLost","DribbleWon","Turnovers","Dispossessed","TotalAerialDuel","AerialWon","AerialLost","TotalTackleWon","TotalTackleAttempt","DribbledPast","TotalInterception","FoulAgainst","FoulCommitted","YellowCard","RedCard","Offside","TotalClearance","ShotsBlocked","CrossesBlocked","PassesBlocked","TotalSaves","SixYardSave","PenaltyAreaSave","OutsideBoxSave","TotalPass","AccLongBall","InaccLongBall","AccShortPass","InaccShortPass","TotalKeyPass","LongKeyPass","ShortKeyPass","TotalAssist","CrossAssist","CornerAssist","ThroughBallAssist","FKAssist","ThrowInAssist","OtherAssist","TotalAccCrosses","TotalAccThroughBall","OwnGoal"
"Goalkeeper",NA,4,360,192,87,6.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,7,0,4,3,115,22,49,42,2,0,0,0,0,0,0,0,0,0,0,2,0,0
"Goalkeeper",NA,2,180,192,87,8.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,10,1,2,7,46,26,13,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"CentreForward",NA,3,29,178,74,6.03,1,0,0,1,0,0,0,0,0,0,0,3,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,8,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"CentreBack",NA,19,1232,193,76,6.71,7,1,3,3,1,0,0,1,4,1,3,9,3,96,70,26,18,29,11,21,10,14,2,0,0,70,7,2,6,0,0,0,0,641,44,48,473,76,2,1,1,0,0,0,0,0,0,0,2,0,0
"CentreBack",NA,35,3088,193,76,7.11,37,2,6,29,5,0,1,4,5,0,5,17,2,258,187,71,35,46,11,36,10,22,4,1,4,243,47,1,10,0,0,0,0,1305,108,156,873,168,7,2,5,1,0,0,0,0,0,1,46,0,0
"CentreBack",NA,37,3294,193,76,7.18,28,0,3,25,0,0,0,0,7,1,6,15,2,294,200,94,31,44,13,50,25,33,8,0,7,327,59,5,7,0,0,0,0,1358,134,162,904,158,8,0,8,1,0,0,0,0,0,1,67,7,0
"CentreForward",NA,26,1399,178,81,6.67,33,2,10,21,2,0,1,1,13,7,6,58,20,230,113,117,19,31,12,4,25,32,0,0,12,16,0,0,12,0,0,0,0,381,3,6,203,169,20,1,19,2,0,0,0,0,0,2,3,0,0
"CentreForward",NA,32,1249,178,81,6.4,41,8,4,29,3,0,2,1,15,9,6,31,13,108,45,63,12,17,5,5,37,28,2,0,12,14,4,0,13,0,0,0,0,306,2,3,212,89,14,1,13,1,1,0,0,0,0,0,13,0,0
"CentreForward",NA,32,1542,178,81,6.69,37,9,3,25,5,1,1,3,29,19,10,35,29,91,47,44,23,37,14,22,31,28,2,0,18,16,1,8,23,0,0,0,0,440,7,22,289,122,21,2,19,5,1,0,0,0,0,4,0,0,0
"CentreForward",NA,26,1271,178,81,6.5,30,5,4,21,5,0,1,4,12,8,4,51,22,173,73,100,15,28,13,7,23,26,3,0,12,18,1,0,9,0,0,0,0,305,1,6,196,102,13,1,12,1,0,0,0,0,0,1,0,0,0
"CentreForward",NA,30,1580,178,81,6.53,33,3,5,25,2,0,1,1,14,5,9,45,30,190,77,113,25,45,20,12,40,34,6,0,14,29,2,0,12,0,0,0,0,395,5,1,259,130,20,0,20,1,0,0,0,0,0,1,45,15,0
"CentreForward",NA,28,2111,178,81,7.02,64,12,9,43,10,0,2,8,24,12,12,65,42,171,82,89,15,31,16,19,40,43,2,0,25,21,3,1,19,0,0,0,0,596,3,11,393,189,33,1,32,4,0,0,0,0,0,4,0,0,0
"CentreForward",NA,11,201,178,81,6.11,2,1,0,1,0,0,0,0,5,3,2,5,7,23,13,10,2,3,1,3,6,7,0,0,3,1,0,0,0,0,0,0,0,56,0,0,32,24,0,0,0,0,0,0,0,0,0,0,0,0,0
"CentralMidfield",NA,3,29,185,76,6.01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,0,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"AttackingMidfield",NA,9,279,170,69,6.55,3,2,1,0,1,0,1,0,8,2,6,1,4,2,1,1,8,11,3,0,7,3,0,0,0,2,1,3,1,0,0,0,0,111,2,1,93,15,4,1,3,2,0,0,0,0,0,2,4,0,1
"RightWinger",NA,4,128,168,64,6.34,1,1,0,0,0,0,0,0,4,1,3,2,4,2,0,2,3,6,3,3,0,2,0,0,0,5,1,1,1,0,0,0,0,34,1,3,28,2,1,0,1,0,0,0,0,0,0,0,1,0,0
"Goalkeeper",NA,3,226,185,84,6.22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,3,0,0,0,7,2,5,0,58,31,20,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Goalkeeper",NA,5,450,185,84,6.44,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0,1,0,1,0,0,3,0,0,0,17,2,7,8,132,54,47,31,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"Goalkeeper",NA,3,270,185,84,6.29,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,1,0,0,3,0,0,0,9,0,7,2,75,22,36,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RightWinger",NA,8,397,177,64,6.66,5,2,0,3,0,0,0,0,22,9,13,12,10,8,2,6,9,12,3,2,8,3,0,0,0,1,0,0,2,0,0,0,0,139,3,0,118,18,12,2,10,3,2,1,0,0,0,1,0,0,0
"CentreForward",NA,21,271,174,70,6.1,5,1,0,4,0,0,0,0,11,9,2,18,7,22,8,14,5,6,1,2,5,6,0,0,3,1,1,0,6,0,0,0,0,94,3,2,67,22,1,0,1,1,0,0,0,0,0,1,0,2,0
"CentreForward",NA,27,1330,174,70,6.58,28,4,9,15,6,0,4,2,38,22,16,34,30,89,31,58,25,49,24,8,28,20,2,0,9,5,1,1,14,0,0,0,0,386,7,6,276,97,15,2,13,2,0,0,0,0,0,2,0,0,0
"CentreForward",NA,30,1578,174,70,6.5,29,7,4,18,3,0,1,2,24,11,13,48,29,113,26,87,30,64,34,12,45,28,1,0,4,5,2,1,19,0,0,0,0,438,12,6,316,104,14,1,13,1,0,0,1,0,0,0,0,0,2
"CentreForward",NA,36,2074,174,70,6.61,46,6,16,24,5,0,3,2,53,36,17,54,48,185,53,132,37,59,22,15,47,31,1,0,8,6,3,2,22,0,0,0,0,542,5,3,401,133,20,0,20,0,0,0,0,0,0,0,7,0,0
"CentreBack",NA,15,1206,184,82,6.94,11,0,3,8,0,0,0,0,3,0,3,4,1,86,65,21,17,23,6,18,3,14,2,0,0,70,6,2,4,0,0,0,0,844,48,56,643,97,3,1,2,1,0,0,0,0,0,1,4,0,0
"CentreBack",NA,31,2617,184,82,7.05,18,0,2,16,2,0,0,2,13,5,8,13,6,185,123,62,62,71,9,58,8,42,9,0,4,161,17,7,17,0,0,0,0,1765,98,139,1347,181,6,3,3,0,0,0,0,0,0,0,9,0,0
"CentreBack",NA,26,2275,184,82,7.35,24,2,1,21,2,0,0,2,21,6,15,9,6,164,102,62,56,78,22,65,16,35,11,0,1,129,4,3,11,0,0,0,0,1562,54,105,1238,165,9,3,6,2,0,0,0,0,0,2,13,3,0
"CentreBack",NA,3,45,184,82,6.17,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,1,1,0,0,0,1,0,0,0,3,0,0,1,0,0,0,0,49,2,2,41,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"CentreBack",NA,27,2274,184,82,7.38,13,2,2,9,3,0,0,3,2,1,1,8,4,196,122,74,64,90,26,57,12,26,6,0,2,171,15,4,8,0,0,0,0,1734,73,101,1421,139,7,1,6,1,0,0,0,0,0,1,27,8,0
"CentreForward",NA,4,38,190,92,6.1,1,0,0,1,0,0,0,0,1,1,0,2,1,8,5,3,1,2,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,19,1,0,11,7,0,0,0,0,0,0,0,0,0,0,0,0,0
"RightWinger",NA,2,9,170,0,6.01,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"CentralMidfield",NA,2,85,0,0,6.26,1,1,0,0,0,0,0,0,1,0,1,2,3,2,1,1,1,1,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,26,0,0,18,8,0,0,0,0,0,0,0,0,0,0,0,0,0
"AttackingMidfield",NA,18,447,185,82,6.2,8,0,1,7,0,0,0,0,8,5,3,11,4,26,7,19,16,24,8,4,6,7,0,0,0,2,1,0,2,0,0,0,0,193,5,4,139,45,2,1,1,1,1,1,0,0,0,0,0,0,0
"AttackingMidfield",NA,4,147,185,82,6.6,5,1,0,4,1,0,0,1,0,0,0,1,1,13,5,8,5,7,2,0,0,1,0,0,0,2,0,0,2,0,0,0,0,42,1,0,31,10,3,0,3,0,0,0,0,0,0,0,0,0,0
"LeftWinger",NA,7,333,180,76,6.46,10,3,0,7,1,0,0,1,18,9,9,7,17,7,1,6,3,7,4,7,6,7,1,0,0,1,0,0,11,0,0,0,0,129,3,2,100,24,6,1,5,0,0,0,0,0,0,0,0,0,0
"RightBack",NA,38,3387,183,90,7.16,7,5,0,2,0,0,0,0,46,16,30,17,18,169,108,61,105,137,32,87,12,35,5,1,2,206,21,10,15,0,0,0,0,2106,180,192,1488,246,35,6,29,4,2,0,0,0,0,2,46,0,0
"RightBack",NA,32,2710,183,90,6.96,13,7,1,5,0,0,0,0,17,6,11,10,10,217,142,75,49,68,19,49,15,24,8,1,1,176,18,18,11,0,0,0,0,1606,123,174,1058,251,27,4,23,1,0,0,0,0,0,1,29,6,0
"RightBack",NA,17,1230,183,90,6.77,3,3,0,0,0,0,0,0,9,4,5,14,7,87,47,40,25,37,12,18,8,11,1,0,3,66,7,7,8,0,0,0,0,655,31,56,449,119,10,1,9,2,1,0,0,0,0,1,0,2,0
"RightBack",NA,15,965,183,90,6.54,3,0,0,3,0,0,0,0,7,3,4,4,2,80,48,32,13,23,10,20,1,7,3,1,0,66,12,5,5,0,0,0,0,520,30,63,363,64,4,0,4,0,0,0,0,0,0,0,0,0,0
"RightBack",NA,34,2941,183,90,6.94,7,4,0,3,0,0,0,0,24,7,17,14,15,195,115,80,62,83,21,53,17,27,4,1,0,219,19,19,16,0,0,0,0,1656,143,190,1176,147,19,3,16,1,0,0,0,0,0,1,3,3,0
"Goalkeeper",NA,28,2520,193,87,6.72,0,0,0,0,0,0,0,0,3,0,3,0,0,20,19,1,0,0,0,1,5,0,0,0,0,28,0,0,0,53,3,30,20,806,147,307,349,3,0,0,0,0,0,0,0,0,0,0,8,0,0
"Goalkeeper",NA,36,3224,193,87,6.73,0,0,0,0,0,0,0,0,2,0,2,0,0,8,7,1,1,1,0,0,5,0,0,0,0,54,0,0,0,89,3,46,40,897,201,337,354,5,1,1,0,0,0,0,0,0,0,0,7,0,0
"Goalkeeper",NA,19,1710,193,87,6.49,0,0,0,0,0,0,0,0,1,0,1,0,0,4,4,0,2,4,2,0,2,2,3,0,0,13,0,0,0,35,4,16,15,498,82,151,264,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Goalkeeper",NA,34,3060,193,87,6.52,0,0,0,0,0,0,0,0,4,0,4,0,0,6,4,2,1,1,0,2,3,0,2,0,0,26,0,0,1,70,3,37,30,803,192,314,295,2,1,1,0,0,0,0,0,0,0,0,0,0,0
"Goalkeeper",NA,2,180,191,83,5.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,0,2,3,44,10,29,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CentreForward",NA,8,461,186,84,6.38,16,5,1,10,0,0,0,0,5,2,3,12,6,41,20,21,5,9,4,3,6,11,2,0,5,2,0,0,6,0,0,0,0,105,2,0,71,32,8,0,8,0,0,0,0,0,0,0,1,0,0
"AttackingMidfield",NA,20,760,170,60,6.52,18,9,0,9,0,0,0,0,86,33,53,33,40,18,7,11,16,25,9,4,20,25,2,0,2,0,0,1,17,0,0,0,0,288,6,4,217,61,15,1,14,2,0,0,0,0,0,2,22,2,0
"AttackingMidfield",NA,26,1215,170,60,6.68,30,10,0,20,2,0,0,2,96,35,61,40,41,19,6,13,37,60,23,6,28,27,1,0,2,6,1,0,19,0,0,0,0,532,13,19,405,95,21,4,17,2,0,0,0,0,0,2,3,0,0
"AttackingMidfield",NA,24,1103,170,60,6.73,25,17,0,8,1,1,0,0,119,46,73,46,54,23,10,13,38,58,20,5,22,25,5,0,1,3,1,1,16,0,0,0,0,508,17,14,373,104,23,3,20,0,0,0,0,0,0,0,2,0,0
"RightWinger",NA,21,1040,177,75,6.6,20,8,1,11,3,0,1,2,30,12,18,18,14,29,9,20,19,24,5,14,18,11,1,1,1,8,1,1,9,0,0,0,0,376,26,18,243,89,19,2,17,3,1,0,0,0,0,2,4,2,0
"CentreBack",NA,19,1697,186,85,6.82,7,0,1,6,2,0,1,1,5,0,5,4,5,87,59,28,25,36,11,17,12,19,6,0,1,67,24,1,6,0,0,0,0,1029,70,74,835,50,2,0,2,0,0,0,0,0,0,0,6,0,0
"CentreBack",NA,25,2199,186,85,6.82,11,1,1,9,1,0,1,0,6,0,6,8,5,101,56,45,42,55,13,26,25,37,12,0,0,108,17,4,17,0,0,0,0,1387,102,76,1138,71,5,2,3,2,0,0,0,0,0,2,28,2,0
"CentreBack",NA,28,2477,190,90,7.15,22,2,8,12,4,0,4,0,20,6,14,20,11,140,94,46,74,98,24,82,12,35,7,0,3,175,32,6,40,0,0,0,0,550,44,68,336,102,4,2,2,1,0,0,0,0,0,1,36,0,0
"LeftMidfield",NA,36,1844,180,88,6.6,28,22,2,4,1,0,1,0,81,34,47,37,43,62,20,42,53,85,32,13,22,29,3,0,7,30,3,20,24,0,0,0,0,639,37,33,460,109,20,6,14,1,1,0,0,0,0,0,14,0,0
"LeftMidfield",NA,35,2475,180,88,6.79,43,25,1,17,1,0,0,1,84,35,49,46,41,78,17,61,56,82,26,27,30,29,1,0,6,26,4,18,30,0,0,0,0,756,33,57,501,165,41,15,26,5,5,0,0,35,0,0,63,0,0
"LeftMidfield",NA,21,1675,180,88,7.07,22,6,1,15,2,0,1,1,63,19,44,22,24,37,15,22,49,65,16,22,26,26,0,0,2,21,5,9,25,0,0,0,0,717,43,62,502,110,27,4,23,1,0,0,0,0,0,1,42,0,0
"LeftMidfield",NA,19,1147,180,88,6.59,21,5,0,16,0,0,0,0,28,12,16,16,30,35,15,20,25,35,10,20,11,10,2,0,2,10,4,4,12,0,0,0,0,492,25,26,357,84,13,1,12,1,0,0,0,0,0,1,6,0,0
"LeftWinger",NA,34,2070,183,78,7.14,80,21,1,58,14,2,1,11,105,58,47,53,61,33,10,23,19,38,19,7,32,9,2,0,22,6,1,4,13,0,0,0,0,775,19,3,610,143,43,2,41,6,0,0,1,0,0,5,3,0,0
"LeftWinger",NA,30,2487,183,78,7.24,81,23,4,54,11,0,2,9,107,45,62,66,57,45,7,38,23,71,48,19,27,17,0,2,17,17,0,1,23,0,0,0,0,797,22,13,653,109,41,4,37,10,2,1,1,0,0,7,18,0,1
"LeftWinger",NA,37,3127,183,78,7.27,68,24,6,38,17,3,3,11,72,33,39,59,50,83,20,63,32,86,54,14,54,14,0,0,16,3,3,5,25,0,0,0,0,1057,28,16,854,159,75,14,61,10,3,2,0,0,0,7,7,0,1
"LeftWinger",NA,31,2049,183,78,7.1,74,32,3,39,12,4,2,6,84,36,48,60,43,35,4,31,23,47,24,8,19,12,2,1,22,4,2,0,24,0,0,0,0,752,12,4,632,104,33,2,31,6,2,0,1,0,0,3,3,0,0
"LeftWinger",NA,28,1107,183,78,6.53,38,17,4,17,4,0,2,2,32,15,17,22,53,25,8,17,27,46,19,12,11,12,0,0,9,7,1,2,21,0,0,0,0,447,2,6,354,85,18,0,18,1,0,0,0,0,0,1,0,0,1
"LeftWinger",NA,37,2312,183,78,6.99,75,24,5,46,12,2,3,7,101,43,58,65,57,16,3,13,17,43,26,10,26,15,0,0,25,9,0,3,18,0,0,0,0,916,14,12,766,124,39,0,39,6,0,0,1,0,0,5,15,0,0
"SecondStriker",NA,25,1242,173,72,6.34,31,18,2,11,1,0,0,1,52,26,26,36,52,20,1,19,13,26,13,10,29,15,2,0,5,3,0,1,9,0,0,0,0,395,16,11,311,57,13,2,11,0,0,0,0,0,0,0,0,0,0
"CentralMidfield",NA,12,412,182,78,6.03,1,1,0,0,0,0,0,0,3,1,2,7,2,9,3,6,11,14,3,2,2,6,4,0,0,5,0,1,5,0,0,0,0,251,12,12,188,39,1,0,1,0,0,0,0,0,0,0,0,0,0
"CentreForward",NA,2,22,186,82,5.97,2,0,0,2,0,0,0,0,2,1,1,1,1,3,1,2,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,14,0,0,10,4,2,0,2,0,0,0,0,0,0,0,0,0,0
"CentreForward",NA,19,955,186,82,6.63,27,2,3,22,4,0,0,4,33,10,23,44,26,93,40,53,12,20,8,1,23,30,5,0,11,10,1,0,8,0,0,0,0,230,7,1,147,75,14,1,13,0,0,0,0,0,0,0,4,0,0
"CentreForward",NA,15,446,186,82,6.37,10,2,2,6,1,0,1,0,18,4,14,19,22,52,22,30,6,9,3,0,9,21,2,0,4,0,0,0,3,0,0,0,0,154,4,1,98,51,5,0,5,1,0,0,0,0,0,1,3,0,0
"RightBack",NA,14,941,182,72,6.27,1,1,0,0,0,0,0,0,7,3,4,13,13,42,22,20,15,22,7,9,10,11,3,0,2,23,4,2,7,0,0,0,0,480,14,24,363,79,3,1,2,0,0,0,0,0,0,0,0,0,0
"AttackingMidfield",NA,25,1761,172,72,6.81,31,17,0,14,2,0,0,2,91,36,55,52,52,37,9,28,19,30,11,15,52,17,1,0,2,7,0,5,23,0,0,0,0,552,10,16,432,94,27,6,21,2,1,1,1,0,0,0,2,0,0
"AttackingMidfield",NA,28,1765,172,72,6.54,29,13,1,15,1,1,0,0,69,36,33,36,61,44,14,30,21,37,16,6,53,15,5,0,3,9,1,2,11,0,0,0,0,683,17,8,562,96,32,1,31,3,0,0,1,0,0,2,6,0,0
"AttackingMidfield",NA,17,935,173,67,6.53,15,6,0,9,0,0,0,0,10,7,3,17,11,24,8,16,25,40,15,15,6,18,3,0,5,3,1,2,15,0,0,0,0,445,12,16,358,59,22,1,21,3,1,0,0,0,0,2,3,0,0
"AttackingMidfield",NA,4,128,173,67,6.1,3,1,0,2,0,0,0,0,1,0,1,0,1,2,0,2,3,7,4,1,1,1,1,0,0,1,2,0,2,0,0,0,0,66,2,4,53,7,1,0,1,0,0,0,0,0,0,0,0,0,0
"AttackingMidfield",NA,13,232,173,67,6.25,3,1,0,2,0,0,0,0,4,2,2,8,1,8,2,6,10,15,5,3,0,4,2,0,0,1,0,2,5,0,0,0,0,160,9,3,126,22,8,2,6,1,1,0,0,0,0,0,3,0,0
"LeftBack",NA,13,1037,178,67,6.35,4,3,0,1,0,0,0,0,11,5,6,6,5,19,7,12,12,15,3,8,7,3,0,0,0,24,4,6,10,0,0,0,0,434,19,45,318,52,4,1,3,0,0,0,0,0,0,0,0,0,0
"LeftBack",NA,4,356,178,67,7.03,1,1,0,0,0,0,0,0,7,1,6,1,0,7,3,4,5,9,4,1,3,2,0,0,0,20,4,3,3,0,0,0,0,110,6,12,78,14,2,1,1,1,1,0,0,0,0,0,0,0,0
"CentralMidfield",NA,28,1640,168,60,6.51,16,6,0,10,1,0,0,1,11,5,6,23,25,42,15,27,31,50,19,35,35,18,3,1,3,22,3,4,32,0,0,0,0,945,33,31,764,117,22,1,21,3,1,1,0,0,0,2,0,0,0
"LeftBack",NA,3,230,184,82,6.65,1,0,0,1,0,0,0,0,3,1,2,0,0,5,4,1,4,7,3,4,3,2,1,0,0,12,1,2,2,0,0,0,0,113,2,9,82,20,1,0,1,0,0,0,0,0,0,0,0,0,0
"LeftBack",NA,9,623,184,82,6.77,1,0,0,1,0,0,0,0,3,0,3,5,0,26,14,12,17,28,11,18,5,4,3,0,0,29,5,5,7,0,0,0,0,223,19,32,133,39,7,0,7,0,0,0,0,0,0,0,0,0,0
"LeftBack",NA,37,3233,184,82,6.88,7,2,3,2,1,0,1,0,24,8,16,24,18,120,64,56,69,100,31,74,56,35,5,0,0,155,16,28,24,0,0,0,0,1129,110,186,663,170,21,3,18,1,1,0,0,0,0,0,41,0,0
"LeftBack",NA,28,2462,184,82,6.89,6,2,0,4,1,0,0,1,8,3,5,18,6,87,59,28,39,61,22,42,29,11,1,0,3,102,12,24,15,0,0,0,0,923,69,140,569,145,16,3,13,1,0,0,0,0,0,1,0,0,0
"CentreForward",NA,17,787,183,79,6.87,38,14,3,21,5,0,2,3,33,12,21,15,17,19,7,12,9,26,17,8,15,16,0,0,2,3,1,0,8,0,0,0,0,500,10,5,401,84,15,0,15,3,0,0,0,0,0,3,5,2,0
"CentreBack",NA,36,3196,185,82,7.03,25,4,3,18,4,0,2,2,4,1,3,5,3,187,123,64,33,51,18,83,8,16,5,0,2,300,35,8,9,0,0,0,0,1576,175,152,1108,141,6,0,6,0,0,0,0,0,0,0,32,0,0
"CentreBack",NA,34,2766,185,82,6.89,22,2,1,19,2,0,0,2,2,1,1,15,7,205,137,68,37,47,10,54,19,22,5,0,1,225,45,7,18,0,0,0,0,1321,104,152,897,168,5,2,3,1,0,0,0,0,0,1,7,0,0
"CentreBack",NA,31,2787,185,82,6.96,21,7,2,12,1,0,0,1,7,2,5,5,0,201,126,75,36,43,7,50,27,18,3,0,1,199,21,3,15,0,0,0,0,1500,104,157,1085,154,11,5,6,1,0,0,0,0,0,1,9,3,0
"CentreBack",NA,38,3420,185,82,7.18,29,9,3,17,2,0,0,2,24,5,19,15,5,219,145,74,46,61,15,76,14,16,5,0,0,352,39,9,10,0,0,0,0,1716,168,170,1239,139,3,2,1,0,0,0,0,0,0,0,23,8,1
"CentreBack",NA,29,2430,185,82,6.72,11,2,1,8,1,0,1,0,3,0,3,4,3,181,115,66,22,34,12,44,15,16,6,1,1,151,23,2,9,0,0,0,0,1271,78,125,929,139,4,2,2,0,0,0,0,0,0,0,0,0,0
"Goalkeeper",NA,10,853,185,83,6.93,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,0,0,2,2,0,3,0,0,0,0,10,0,0,0,30,2,17,11,253,77,143,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Goalkeeper",NA,9,810,185,82,6.26,0,0,0,0,0,0,0,0,1,0,1,0,1,2,2,0,0,0,0,0,1,0,0,0,0,5,0,0,0,24,1,17,6,262,87,107,68,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"CentreForward",NA,28,1858,190,83,6.78,49,9,2,38,7,0,2,5,19,6,13,56,59,280,146,134,11,30,19,7,16,28,2,0,23,29,3,1,20,0,0,0,0,523,8,2,316,197,17,1,16,1,0,0,0,0,0,1,0,0,0
"CentreForward",NA,31,1778,190,83,6.69,61,10,3,48,2,0,1,1,20,7,13,61,36,347,212,135,9,19,10,5,15,32,1,1,15,15,1,0,9,0,0,0,0,558,4,7,356,191,18,0,18,3,0,0,0,0,0,3,12,0,1
"CentralMidfield",NA,12,447,178,70,6.29,8,6,1,1,0,0,0,0,3,1,2,4,9,21,10,11,14,18,4,7,7,12,3,0,0,16,1,2,7,0,0,0,0,247,16,6,189,36,1,0,1,0,0,0,0,0,0,0,0,0,0
"CentralMidfield",NA,1,12,178,70,6.38,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,4,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CentralMidfield",NA,19,1183,180,75,6.69,13,5,0,8,0,0,0,0,47,12,35,25,28,25,9,16,33,43,10,14,18,17,1,0,3,11,3,2,15,0,0,0,0,603,13,11,493,86,14,0,14,0,0,0,0,0,0,0,0,0,0
"CentralMidfield",NA,15,898,180,75,6.41,7,4,0,3,1,0,0,1,16,8,8,13,9,20,7,13,17,26,9,8,6,20,2,0,1,9,1,1,7,0,0,0,0,437,22,4,371,40,11,0,11,0,0,0,0,0,0,0,4,0,0
"RightWinger",NA,9,222,182,75,6.42,8,4,0,4,0,0,0,0,7,3,4,6,2,5,0,5,6,13,7,2,2,7,2,0,0,1,0,1,4,0,0,0,0,86,11,3,51,21,8,3,5,2,2,0,0,9,0,0,4,0,0
"LeftWinger",NA,21,1214,178,78,6.49,15,5,0,10,1,0,0,1,45,23,22,30,15,13,2,11,15,28,13,5,16,20,3,0,1,7,1,2,6,0,0,0,0,416,3,10,345,58,13,1,12,3,0,0,0,0,0,3,2,0,0
"LeftWinger",NA,14,705,178,78,6.61,9,2,0,7,3,0,0,3,18,10,8,17,10,15,7,8,10,18,8,1,10,7,2,0,0,5,0,0,12,0,0,0,0,244,0,5,210,29,13,2,11,1,1,0,0,0,0,0,0,0,0
"CentreBack",NA,3,4,191,76,6.06,1,0,0,1,0,0,0,0,0,0,0,0,0,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"CentreBack",NA,3,145,191,76,6.78,2,0,0,2,0,0,0,0,1,1,0,2,0,9,4,5,2,3,1,5,1,0,0,0,0,14,2,2,0,0,0,0,0,59,1,6,42,10,1,0,1,0,0,0,0,0,0,0,0,0,0
"CentreBack",NA,35,3017,191,76,7.16,28,0,4,24,1,0,1,0,9,1,8,9,7,252,146,106,38,62,24,69,10,15,1,0,0,345,36,20,28,0,0,0,0,880,76,112,532,160,17,2,15,0,0,0,0,0,0,0,10,0,0
"CentralMidfield",NA,34,2612,173,70,7.04,20,8,2,10,5,2,2,1,25,5,20,35,47,50,12,38,56,96,40,40,18,19,4,0,5,38,10,5,37,0,0,0,0,1504,82,60,1174,188,54,15,39,3,1,1,0,0,0,2,31,0,0
"CentralMidfield",NA,3,97,173,70,6.45,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,2,2,0,1,0,2,0,0,0,5,0,0,2,0,0,0,0,68,4,1,60,3,3,1,2,1,0,0,1,0,0,0,0,0,0
"CentralMidfield",NA,23,1521,173,70,6.64,13,7,0,6,3,1,0,2,15,6,9,17,16,40,14,26,30,49,19,15,8,8,0,0,3,23,6,1,16,0,0,0,0,1044,45,33,828,138,18,4,14,0,0,0,0,0,0,0,0,0,0
"CentralMidfield",NA,35,2651,173,70,6.81,30,13,1,16,0,0,0,0,25,13,12,28,45,44,10,34,66,105,39,36,15,15,3,0,4,52,4,10,26,0,0,0,0,1703,109,57,1344,193,49,8,41,2,1,0,0,0,0,1,0,0,0
"CentralMidfield",NA,32,2644,173,70,6.68,31,13,1,17,0,0,0,0,26,6,20,24,41,40,11,29,55,94,39,23,13,18,3,0,1,45,11,8,45,0,0,0,0,1715,114,61,1364,176,32,8,24,3,2,1,0,0,0,1,10,0,0
"DefensiveMidfield",NA,24,2009,173,65,6.77,19,17,0,2,1,1,0,0,16,3,13,23,7,18,5,13,33,69,36,46,7,13,6,0,0,18,7,7,28,0,0,0,0,1016,68,65,783,100,19,7,12,1,1,0,0,0,0,0,2,0,0
